risco,companyId,companyName,sourceUrl,matchedToken,score,numSourcesDaCompany,numJobsDaCompany,jobSourceId,observacao,amostraDoTexto
REVISAR MANUALMENTE,cmu1bast9007xqb4jyqskgspo,CONCESSIONARIA LINHA UNIVERSIDADE S.A.,https://automob.gupy.io/,automob,0.03,1,2,cmu1bastc007zqb4jcekbhi7i,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"ANALISTA DE DADOS PL Descricao da vaga Venha Construir o Futuro da Mobilidade Conosco! &nbsp; Na AUTOMOB , respiramos paixão por carros. Somos uma empresa 100% brasileira, impulsionada pelo talento, e"
REVISAR MANUALMENTE,cmu2nov2vayb4nx4jenp3jyau,"""JORDAO LOGISTICA-RODOVIA",https://jadlog.pandape.com.br/,jadlog,0.18,1,1,cmu2nov32ayb6nx4jt5n5vkap,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Produto A Jadlog Logística S. A. busca um Analista de Produto para integrar sua equipe em uma oportunidade de crescimento e inovação. Buscamos um(a) Analista de Produtos com perfil analíti
REVISAR MANUALMENTE,cmu2noz0fayjbnx4jcypf40jf,POLIMIX CONCRETO LTDA,https://supermix.pandape.com.br/,supermix,0.18,1,8,cmu2noz0layjdnx4jufkzunlu,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"TÉCNICO DE TI (INFRA) Há quase cinco décadas, a Supermix Concreto é uma referência no mercado da construção civil. Com uma rede de mais de 120 filiais em todo o Brasil, estamos presentes em cada canto"
REVISAR MANUALMENTE,cmu2np1wnayoqnx4jrtjlayb4,RFONTE INDUSTRIAS PARTICIPACOES S/A,https://raymundodafonte.gupy.io/,raymundodafonte,0.25,1,1,cmu2np1wtayosnx4jeiibj60w,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Desenvolvimento de Novos Produtos - PL Descricao da vaga O Grupo Raymundo da Fonte com 80 anos de história e mais de 350 produtos no portfólio é uma das maiores indústrias de bens de consu
REVISAR MANUALMENTE,cmu2np28zaypenx4jhqjlgaql,SERENA DESENVOLVIMENTO S.A,https://gruposereng.gupy.io/,gruposereng,0.32,1,8,cmu2np295aypgnx4jpnvvsxc4,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Engenheiro de Projetos - Civil Especialização Estrutura Metálica Descricao da vaga GRUPO SERENG - empresa de engenharia especializada em projetos, consultoria, gerenciamento, apoio técnico e gestão de"
REVISAR MANUALMENTE,cmu2np2x9ayr8nx4j2b2jmcqm,TERRUS S.A.,https://tirolez.gupy.io/,tirolez,0.00,1,1,cmu2np2xfayranx4j5h50j460,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Especialista de P&D - Produto (Tiros - MG) Descricao da vaga Na Tirolez , somos uma marca 100% brasileira, com mais de quatro décadas de história, movida pela paixão em fazer bem‑feito e pelo cuidado "
REVISAR MANUALMENTE,cmu30xlqk0013n14jera17jxt,GLENMARK FARMACEUTICA LTDA,https://synvia.gupy.io/,synvia,0.00,1,1,cmu30xlqq0015n14jngevdw3k,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Gerente de Projetos Clínicos I CRO Descricao da vaga Para compor nosso time, buscamos profissionais que queiram contribuir com nossa missão de melhorar a vida de cada vez mais pessoas. Se você possui "
REVISAR MANUALMENTE,cmu30xm8j0029n14jhrzq0l8k,COMPANHIA BRASILEIRA DE LATAS,https://crownembalagens.gupy.io/,crownembalagens,0.07,1,1,cmu30xm8p002bn14jaxv00vkf,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Engenheiro de Qualidade (Segurança de Alimentos) – Cabreúva/SP Descricao da vaga Somos a Crown Brasil, empresa referência mundial em fabricação de latas de alumínio 👑💚 Se você busca uma oportunidade"
REVISAR MANUALMENTE,cmu2np1o8ayo2nx4jwdx0owa9,BRAZAURO RECURSOS MINERAIS LTDA.,https://rheserva.pandape.com.br/,rheserva,0.09,1,3,cmu2np1ogayo4nx4jnaqvk30v,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Desenvolvedor Full Stack Nós, da Rheserva Consultoria, em parceria com uma empresa de tecnologia, estamos em busca de um(a) Desenvolvedor(a) Full Stack para atuar no desenvolvimento e evolução de solu"
REVISAR MANUALMENTE,cmtxdovau0wqhlk4jryhnb8jd,BANKOZAK SOCIEDADE ANONIMA,https://bancorbras.gupy.io/,bancorbras,0.15,1,3,cmtxdovb10wqjlk4jprdjyp70,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"ARQUITETO DE SOFTWARE .NET - PLATAFORMA & ENGENHARIA Descricao da vaga Estamos em busca de um profissional para reforçar nosso time! No Grupo Bancorbrás, cada ideia é bem-vinda, e valorizamos pessoas&"
PROVAVEL LEGITIMO,cmt27m5ko53cuo14j5vd4gq62,INDRA BRASIL SOLUCOES E SERVICOS TECNOLOGICOS LTDA,https://minsait.gupy.io/,minsait,0.12,1,76,cmt27m5kx53cwo14jzrls3kqd,Minsait e o nome comercial da unidade de tecnologia da Indra (rebranding conhecido do grupo).,"TECNICO DE TELECOMUNICAÇÕES JR - Uberaba-MG. Descricao da vaga Transforme o futuro com a Minsait Na Minsait , acreditamos na tecnologia como força para transformar realidades e gerar impacto positivo"
PROVAVEL LEGITIMO,cmsxt5vww2abonf4j4rnjjy69,USINA SANTO ANTONIO,https://axiaenergia.gupy.io/,axiaenergia,0.00,1,27,cmsxt5vx52abqnf4jzh0mhg70,Descricao autodeclara 'A Eletrobras agora e AXIA Energia' — rebranding oficial.,"Analista de Dados II (Comunicação) Descricao da vaga SOBRE A AXIA ENERGIA&nbsp; &nbsp;&nbsp; A Eletrobras agora é AXIA Energia e chega como a maior empresa de energia renovável do Hemisfério Sul, resp"
PROVAVEL LEGITIMO,cmu2np1r7ayobnx4jonq7g8rt,PEFISA SA CREDITO FINANCIAMENTO E INVESTIMENTO,https://realize.gupy.io/,realize,0.10,1,3,cmu2np1rcayodnx4jz3rcfupg,"Realize CFI e nome fantasia da Pefisa, financeira do grupo Lojas Renner.",|REALIZE - Assistentes de Produtos Financeiros Descricao da vaga Quer contribuir com o Ecossistema das Lojas Renner S.A.? Olha o que essa oportunidade desenvolverá no dia a dia: Responsabilidades e at
PROVAVEL LEGITIMO,cmswbmaxx0i8sob4jutlkuxtu,Enauta,https://bravaenergia.gupy.io/,bravaenergia,0.07,1,8,cmswbmay30i8uob4jcg7p4b7a,Enauta se fundiu com 3R Petroleum formando Brava Energia (2023) — fato de mercado conhecido.,"Analista de Gestão de Dados Sênior Descricao da vaga Somos a Brava Energia, a Companhia independente de óleo e gás mais diversificada do Brasil. Temos operações em terra e mar, do upstream ao downstre"
PROVAVEL LEGITIMO,cmu19mm406015o64jq0171xba,BANCO JOHN DEERE S.A.,https://slcmaquinas.gupy.io/,slcmaquinas,0.00,1,1,cmu19mm456017o64j7kaa764z,"SLC Maquinas John Deere e concessionaria da marca, relacionada ao Banco John Deere (mesmo ecossistema).","Você gosta da área de Tecnologia da Informação? Cadastre aqui teu currículo? Descricao da vaga Seja bem-vindo(a) a SLC Máquinas John Deere! Você quer fazer parte da nossa equipe, mas não encontrou a v"
PROVAVEL LEGITIMO,cmsqp3h4x0212o94j7byjj76l,Ultrapar,https://grupoultra.gupy.io/,grupoultra,0.30,1,5,cmsqp3h520214o94jdh5n7xgq,Grupo Ultra e a holding da Ultrapar — mesmo grupo.,"Analista Infraestrutura Sr Descricao da vaga Já pensou em Somar no CSC de um dos maiores grupos empresariais do Brasil? Somos o UltraCSC+, um Centro de Soluções Compartilhadas criado para facilitar a "
PROVAVEL LEGITIMO,cmsqp3d5x0162o94jv33nqchd,Hospital Sírio-Libanês,https://irssl.gupy.io/,irssl,0.15,1,4,cmsqp3d630164o94jo43ddde7,IRSSL e o instituto de responsabilidade social do proprio Hospital Sirio-Libanes.,"ANALISTA DE SISTEMAS JR - MATRIZ Descricao da vaga Somos Todos Instituto Fundado em 2008, o Instituto de Responsabilidade Social Sírio-Libanês (IRSSL) nasceu com o propósito de fortalecer a atuação so"
